Company Name,Industry,Symbol,Series,ISIN Code,Tier
EPL Ltd.,Capital Goods,EPL,EQ,INE255A01020,3
Easy Trip Planners Ltd.,Consumer Services,EASEMYTRIP,EQ,INE07O001026,3
Edelweiss Financial Services Ltd.,Financial Services,EDELWEISS,EQ,INE532F01054,3
Electronics Mart India Ltd.,Consumer Services,EMIL,EQ,INE02YR01019,3
Electrosteel Castings Ltd.,Capital Goods,ELECTCAST,EQ,INE086A01029,3
Embassy Developments Ltd.,Realty,EMBDL,EQ,INE069I01010,3
Entero Healthcare Solutions Ltd.,Consumer Services,ENTERO,EQ,INE010601016,3
Enviro Infra Engineers Ltd.,Utilities,EIEL,EQ,INE0LLY01014,3
Epigral Ltd.,Chemicals,EPIGRAL,EQ,INE071N01016,3
Equitas Small Finance Bank Ltd.,Financial Services,EQUITASBNK,EQ,INE063P01018,3
Ethos Ltd.,Consumer Durables,ETHOSLTD,EQ,INE04TZ01018,3
Eureka Forbes Ltd.,Consumer Durables,EUREKAFORB,EQ,INE0KCE01017,3
FDC Ltd.,Healthcare,FDC,EQ,INE258B01022,3
Fiem Industries Ltd,Automobile and Auto Components,FIEMIND,EQ,INE737H01014,3
Fine Organic Industries Ltd.,Chemicals,FINEORG,EQ,INE686Y01026,3
Fineotex Chemical Ltd.,Chemicals,FCL,EQ,INE045J01026,3
Force Motors Ltd.,Automobile and Auto Components,FORCEMOT,EQ,INE451A01017,3
G R Infraprojects Ltd.,Construction,GRINFRA,EQ,INE201P01022,3
GHCL Ltd.,Chemicals,GHCL,EQ,INE539A01019,3
GMM Pfaudler Ltd.,Capital Goods,GMMPFAUDLR,EQ,INE541A01023,3
GMR Power and Urban Infra Ltd.,Power,GMRP&UI,EQ,INE0CU601026,3
Gabriel India Ltd.,Automobile and Auto Components,GABRIEL,EQ,INE524A01029,3
Ganesh Housing Corporation Ltd.,Realty,GANESHHOUC,EQ,INE460C01014,3
Ganesha Ecosphere Ltd.,Textiles,GANECOS,EQ,INE845D01014,3
Garware Hi-Tech Films Ltd.,Capital Goods,GRWRHITECH,EQ,INE291A01017,3
Garware Technical Fibres Ltd.,Textiles,GARFIBRES,EQ,INE276A01018,3
Gateway Distriparks Ltd.,Services,GATEWAY,EQ,INE079J01017,3
Gokaldas Exports Ltd.,Textiles,GOKEX,EQ,INE887G01027,3
Gopal Snacks Ltd.,Fast Moving Consumer Goods,GOPAL,EQ,INE0L9R01028,3
Greaves Cotton Ltd.,Capital Goods,GREAVESCOT,EQ,INE224A01026,3
Greenpanel Industries Ltd.,Consumer Durables,GREENPANEL,EQ,INE08ZM01014,3
Greenply Industries Ltd.,Consumer Durables,GREENPLY,EQ,INE461C01038,3
Gujarat Ambuja Exports Ltd.,Fast Moving Consumer Goods,GAEL,EQ,INE036B01030,3
Gujarat State Fertilizers & Chemicals Ltd.,Chemicals,GSFC,EQ,INE026A01025,3
Gulf Oil Lubricants India Ltd.,Oil Gas & Consumable Fuels,GULFOILLUB,EQ,INE635Q01029,3
H.G. Infra Engineering Ltd.,Construction,HGINFRA,EQ,INE926X01010,3
Hathway Cable & Datacom Ltd.,Media Entertainment & Publication,HATHWAY,EQ,INE982F01036,3
Healthcare Global Enterprises Ltd.,Healthcare,HCG,EQ,INE075I01017,3
HeidelbergCement India Ltd.,Construction Materials,HEIDELBERG,EQ,INE578A01017,3
Hemisphere Properties India Ltd.,Services,HEMIPROP,EQ,INE0AJG01018,3
Heritage Foods Ltd.,Fast Moving Consumer Goods,HERITGFOOD,EQ,INE978A01027,3
Hikal Ltd.,Healthcare,HIKAL,EQ,INE475B01022,3
Hindustan Construction Co. Ltd.,Construction,HCC,BE,INE549A01026,3
IFB Industries Ltd.,Consumer Durables,IFBIND,EQ,INE559A01017,3
IIFL Capital Services Ltd.,Financial Services,IIFLCAPS,EQ,INE489L01022,3
ITD Cementation India Ltd.,Construction,ITDCEM,EQ,INE686A01026,3
Imagicaaworld Entertainment Ltd.,Consumer Services,IMAGICAA,EQ,INE172N01012,3
India Glycols Ltd.,Fast Moving Consumer Goods,INDIAGLYCO,EQ,INE560A01015,3
India Shelter Finance Corporation Ltd.,Financial Services,INDIASHLTR,EQ,INE922K01024,3
Indian Metals & Ferro Alloys Ltd.,Metals & Mining,IMFA,EQ,INE919H01018,3
Indigo Paints Ltd.,Consumer Durables,INDIGOPNTS,EQ,INE09VQ01012,3
Indo Count Industries Ltd.,Textiles,ICIL,EQ,INE483B01026,3
Infibeam Avenues Ltd.,Financial Services,INFIBEAM,EQ,INE483S01020,3
Ingersoll Rand (India) Ltd.,Capital Goods,INGERRAND,EQ,INE177A01018,3
Innova Captab Ltd.,Healthcare,INNOVACAP,EQ,INE0DUT01020,3
Inox Green Energy Services Ltd.,Power,INOXGREEN,BE,INE510W01014,3
Ion Exchange (India) Ltd.,Utilities,IONEXCHANG,EQ,INE570A01022,3
Isgec Heavy Engineering Ltd.,Construction,ISGEC,EQ,INE858B01029,3
J.Kumar Infraprojects Ltd.,Construction,JKIL,EQ,INE576I01022,3
JK Lakshmi Cement Ltd.,Construction Materials,JKLAKSHMI,EQ,INE786A01032,3
JK Paper Ltd.,Forest Materials,JKPAPER,EQ,INE789E01012,3
JTL Industries Ltd.,Capital Goods,JTLIND,EQ,INE391J01032,3
Jai Balaji Industries Ltd.,Metals & Mining,JAIBALAJI,EQ,INE091G01026,3
Jai Corp Ltd.,Capital Goods,JAICORPLTD,EQ,INE070D01027,3
Jain Irrigation Systems Ltd.,Capital Goods,JISLJALEQS,EQ,INE175A01038,3
Jamna Auto Industries Ltd.,Automobile and Auto Components,JAMNAAUTO,EQ,INE039C01032,3
Jana Small Finance Bank Ltd.,Financial Services,JSFB,EQ,INE953L01027,3
Jindal Worldwide Ltd.,Textiles,JINDWORLD,EQ,INE247D01039,3
Johnson Controls - Hitachi Air Conditioning India Ltd.,Consumer Durables,JCHAC,EQ,INE782A01015,3
KPI Green Energy Ltd.,Power,KPIGREEN,EQ,INE542W01025,3
KRBL Ltd.,Fast Moving Consumer Goods,KRBL,EQ,INE001B01026,3
KSB Ltd.,Capital Goods,KSB,EQ,INE999A01023,3
Kalyani Steels Ltd.,Capital Goods,KSL,EQ,INE907A01026,3
Karnataka Bank Ltd.,Financial Services,KTKBANK,EQ,INE614B01018,3
Kaveri Seed Company Ltd.,Fast Moving Consumer Goods,KSCL,EQ,INE455I01029,3
Kirloskar Pneumatic Company Ltd.,Capital Goods,KIRLPNU,EQ,INE811A01020,3
LMW Ltd.,Capital Goods,LMW,EQ,INE269B01029,3
Laxmi Organic Industries Ltd.,Chemicals,LXCHEM,EQ,INE576O01020,3
Le Travenues Technology Ltd.,Consumer Services,IXIGO,EQ,INE0HV901016,3
Lloyds Engineering Works Ltd.,Capital Goods,LLOYDSENGG,EQ,INE093R01011,3
Lloyds Enterprises Ltd.,Metals & Mining,LLOYDSENT,EQ,INE080I01025,3
Lux Industries Ltd.,Textiles,LUXIND,EQ,INE150G01020,3
MOIL Ltd.,Metals & Mining,MOIL,EQ,INE490G01020,3
MSTC Ltd.,Services,MSTCLTD,EQ,INE255X01014,3
MTAR Technologies Ltd.,Capital Goods,MTARTECH,EQ,INE864I01014,3
Maharashtra Scooters Ltd.,Financial Services,MAHSCOOTER,EQ,INE288A01013,3
Mahindra Lifespace Developers Ltd.,Realty,MAHLIFE,EQ,INE813A01018,3
Man Infraconstruction Ltd.,Construction,MANINFRA,EQ,INE949H01023,3
Marksans Pharma Ltd.,Healthcare,MARKSANS,EQ,INE750C01026,3
Max Estates Ltd.,Realty,MAXESTATES,EQ,INE03EI01018,3
Medplus Health Services Ltd.,Consumer Services,MEDPLUS,EQ,INE804L01022,3
Mishra Dhatu Nigam Ltd.,Capital Goods,MIDHANI,EQ,INE099Z01011,3
Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods,BECTORFOOD,EQ,INE495P01012,3
NEOGEN CHEMICALS LTD.,Chemicals,NEOGEN,EQ,INE136S01016,3
NESCO Ltd.,Services,NESCO,EQ,INE317F01035,3
NOCIL Ltd.,Chemicals,NOCIL,EQ,INE163A01018,3
National Fertilizers Ltd.,Chemicals,NFL,EQ,INE870D01012,3
Nazara Technologies Ltd.,Media Entertainment & Publication,NAZARA,EQ,INE418L01021,3
Nuvoco Vistas Corporation Ltd.,Construction Materials,NUVOCO,EQ,INE118D01016,3
Optiemus Infracom Ltd.,Telecommunication,OPTIEMUS,EQ,INE350C01017,3
Orchid Pharma Ltd.,Healthcare,ORCHPHARMA,EQ,INE191A01027,3
Orient Cement Ltd.,Construction Materials,ORIENTCEM,EQ,INE876N01018,3
Orissa Min Dev Co Ltd.,Metals & Mining,ORISSAMINE,EQ,INE725E01024,3
P N Gadgil Jewellers Ltd.,Consumer Durables,PNGJL,EQ,INE953R01016,3
PC Jeweller Ltd.,Consumer Durables,PCJEWELLER,EQ,INE785M01021,3
PTC India Ltd.,Power,PTC,EQ,INE877F01012,3
Paisalo Digital Ltd.,Financial Services,PAISALO,EQ,INE420C01059,3
Paradeep Phosphates Ltd.,Chemicals,PARADEEP,EQ,INE088F01024,3
Paras Defence and Space Technologies Ltd.,Capital Goods,PARAS,EQ,INE045601023,3
Patel Engineering Ltd.,Construction,PATELENG,EQ,INE244B01030,3
Pearl Global Industries Ltd.,Textiles,PGIL,EQ,INE940H01022,3
Polyplex Corporation Ltd.,Capital Goods,POLYPLEX,EQ,INE633B01018,3
Power Mech Projects Ltd.,Construction,POWERMECH,EQ,INE211R01019,3
Pricol Ltd.,Automobile and Auto Components,PRICOLLTD,EQ,INE726V01018,3
Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE,EQ,INE689W01016,3
Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN,EQ,INE010A01011,3
Prudent Corporate Advisory Services Ltd.,Financial Services,PRUDENT,EQ,INE00F201020,3
Rain Industries Ltd,Chemicals,RAIN,EQ,INE855B01025,3
Rajesh Exports Ltd.,Consumer Durables,RAJESHEXPO,EQ,INE343B01030,3
Rallis India Ltd.,Chemicals,RALLIS,EQ,INE613A01020,3
Rategain Travel Technologies Ltd.,Information Technology,RATEGAIN,EQ,INE0CLI01024,3
RattanIndia Power Ltd.,Power,RTNPOWER,EQ,INE399K01017,3
Redtape Ltd.,Consumer Durables,REDTAPE,EQ,INE0LXT01019,3
Refex Industries Ltd.,Chemicals,REFEX,EQ,INE056I01025,3
Reliance Infrastructure Ltd.,Power,RELINFRA,BE,INE036A01016,3
Religare Enterprises Ltd.,Financial Services,RELIGARE,EQ,INE621H01010,3
Responsive Industries Ltd.,Consumer Durables,RESPONIND,EQ,INE688D01026,3
Restaurant Brands Asia Ltd.,Consumer Services,RBA,EQ,INE07T201019,3
Rossari Biotech Ltd.,Chemicals,ROSSARI,EQ,INE02A801020,3
Safari Industries (India) Ltd.,Consumer Durables,SAFARI,EQ,INE429E01023,3
Samhi Hotels Ltd.,Consumer Services,SAMHI,EQ,INE08U801020,3
Sanofi Consumer Healthcare India Ltd.,Healthcare,SANOFICONR,EQ,INE0UOS01011,3
Sanofi India Ltd.,Healthcare,SANOFI,EQ,INE058A01010,3
Sansera Engineering Ltd.,Automobile and Auto Components,SANSERA,EQ,INE953O01021,3
Senco Gold Ltd.,Consumer Durables,SENCO,EQ,INE602W01027,3
Sequent Scientific Ltd.,Healthcare,SEQUENT,EQ,INE807F01027,3
Shaily Engineering Plastics Ltd.,Capital Goods,SHAILY,EQ,INE151G01028,3
Shakti Pumps (India) Ltd.,Capital Goods,SHAKTIPUMP,EQ,INE908D01010,3
Sharda Cropchem Ltd.,Chemicals,SHARDACROP,EQ,INE221J01015,3
Share India Securities Ltd.,Financial Services,SHAREINDIA,EQ,INE932X01026,3
Sheela Foam Ltd.,Consumer Durables,SFL,EQ,INE916U01025,3
Shilpa Medicare Ltd.,Healthcare,SHILPAMED,BE,INE790G01031,3
Shivalik Bimetal Controls Ltd.,Capital Goods,SBCL,EQ,INE386D01027,3
Shoppers Stop Ltd.,Consumer Services,SHOPERSTOP,EQ,INE498B01024,3
Shriram Pistons & Rings Ltd.,Automobile and Auto Components,SHRIPISTON,EQ,INE526E01018,3
Skipper Ltd.,Capital Goods,SKIPPER,EQ,INE439E01022,3
South Indian Bank Ltd.,Financial Services,SOUTHBANK,EQ,INE683A01023,3
Spandana Sphoorty Financial Ltd.,Financial Services,SPANDANA,EQ,INE572J01011,3
Star Cement Ltd.,Construction Materials,STARCEMENT,EQ,INE460H01021,3
Sterlite Technologies Ltd.,Telecommunication,STLTECH,EQ,INE089C01029,3
Strides Pharma Science Ltd.,Healthcare,STAR,EQ,INE939A01011,3
Stylam Industries Ltd.,Consumer Durables,STYLAMIND,EQ,INE239C01020,3
Subros Ltd.,Capital Goods,SUBROS,EQ,INE287B01021,3
Sudarshan Chemical Industries Ltd.,Chemicals,SUDARSCHEM,EQ,INE659A01023,3
Sula Vineyards Ltd.,Fast Moving Consumer Goods,SULA,EQ,INE142Q01026,3
Sun Pharma Advanced Research Company Ltd.,Healthcare,SPARC,EQ,INE232I01014,3
Sunflag Iron & Steel Company Ltd.,Capital Goods,SUNFLAG,EQ,INE947A01014,3
Sunteck Realty Ltd.,Realty,SUNTECK,EQ,INE805D01034,3
Suprajit Engineering Ltd.,Automobile and Auto Components,SUPRAJIT,EQ,INE399C01030,3
Supriya Lifescience Ltd.,Healthcare,SUPRIYA,EQ,INE07RO01027,3
Surya Roshni Ltd.,Capital Goods,SURYAROSNI,EQ,INE335A01020,3
Symphony Ltd.,Consumer Durables,SYMPHONY,EQ,INE225D01027,3
TARC Ltd.,Realty,TARC,EQ,INE0EK901012,3
TD Power Systems Ltd.,Capital Goods,TDPOWERSYS,EQ,INE419M01027,3
TVS Supply Chain Solutions Ltd.,Services,TVSSCS,EQ,INE395N01027,3
Teamlease Services Ltd.,Services,TEAMLEASE,EQ,INE985S01024,3
Technocraft Industries (India) Ltd.,Capital Goods,TIIL,EQ,INE545H01011,3
Tega Industries Ltd.,Capital Goods,TEGA,EQ,INE011K01018,3
Texmaco Rail & Eng. Ltd.,Capital Goods,TEXRAIL,EQ,INE621L01012,3
Thangamayil Jewellery Ltd.,Consumer Durables,THANGAMAYL,EQ,INE085J01014,3
The Anup Engineering Ltd.,Capital Goods,ANUP,EQ,INE294Z01018,3
Thirumalai Chemicals Ltd.,Chemicals,TIRUMALCHM,EQ,INE338A01024,3
Thomas Cook (India) Ltd.,Consumer Services,THOMASCOOK,EQ,INE332A01027,3
Tilaknagar Industries Ltd.,Fast Moving Consumer Goods,TI,EQ,INE133E01013,3
Time Technoplast Ltd.,Capital Goods,TIMETECHNO,EQ,INE508G01029,3
Tips Music Ltd.,Media Entertainment & Publication,TIPSMUSIC,EQ,INE716B01029,3
Transrail Lighting Ltd.,Capital Goods,TRANSRAILL,EQ,INE454P01035,3
Ujjivan Small Finance Bank Ltd.,Financial Services,UJJIVANSFB,EQ,INE551W01018,3
Unimech Aerospace and Manufacturing Ltd.,Capital Goods,UNIMECH,BE,INE0U3I01011,3
V-Mart Retail Ltd.,Consumer Services,VMART,EQ,INE665J01013,3
V.I.P. Industries Ltd.,Consumer Durables,VIPIND,EQ,INE054A01027,3
VST Industries Ltd.,Fast Moving Consumer Goods,VSTIND,EQ,INE710A01016,3
Va Tech Wabag Ltd.,Utilities,WABAG,EQ,INE956G01038,3
Vaibhav Global Ltd.,Consumer Durables,VAIBHAVGBL,EQ,INE884A01027,3
Varroc Engineering Ltd.,Automobile and Auto Components,VARROC,EQ,INE665L01035,3
Ventive Hospitality Ltd.,Consumer Services,VENTIVE,EQ,INE781S01027,3
Venus Pipes & Tubes Ltd.,Capital Goods,VENUSPIPES,EQ,INE0JA001018,3
Vesuvius India Ltd.,Capital Goods,VESUVIUS,EQ,INE386A01023,3
Voltamp Transformers Ltd,Capital Goods,VOLTAMP,EQ,INE540H01012,3
Websol Energy System Ltd.,Capital Goods,WEBELSOLAR,EQ,INE855C01015,3
Welspun Enterprises Ltd.,Construction,WELENT,EQ,INE625G01013,3
Wonderla Holidays Ltd.,Consumer Services,WONDERLA,EQ,INE066O01014,3
Yatharth Hospital & Trauma Care Services Ltd.,Healthcare,YATHARTH,EQ,INE0JO301016,3
Zaggle Prepaid Ocean Services Ltd.,Information Technology,ZAGGLE,EQ,INE07K301024,3
Zinka Logistics Solutions Ltd.,Services,BLACKBUCK,EQ,INE0UIZ01018,3
Zydus Wellness Ltd.,Fast Moving Consumer Goods,ZYDUSWELL,EQ,INE768C01010,3
eMudhra Ltd.,Information Technology,EMUDHRA,EQ,INE01QM01018,3
